PMID,GSE_ID,Title,Experiment Type,Summary,Organism,Overall Design
38909241,200254970,"Age, Sex and Alzheimer’s disease: a longitudinal study of 3xTg-AD mice reveals sex-specific disease trajectories and inflammatory responses mirrored in postmortem brains from Alzheimer’s patients",Expression profiling by high throughput sequencing,"Aging and sex are major risk factors for developing late-onset Alzheimer’s disease. Compared to men, women are not only nearly twice as likely to develop Alzheimer’s, but they also experience worse neuropathological burden and cognitive decline despite living longer with the disease. It remains unclear how and when sex differences in biological aging emerge and contribute to Alzheimer’s disease pathogenesis. We hypothesized that these differences lead to distinct molecular Alzheimer’s disease signatures in males and females, which could be harnessed for therapeutic and biomarker development. We aged male and female, 3xTg-AD and B6129 control mice across their respective lifespans while longitudinally collecting brain samples. We conducted RNA sequencing analysis on bulk brain tissue and examined differentially expressed genes between 3xTg-AD and B6129 samples and across ages in each sex. 3xTg-AD males experienced an accelerated upregulation of immune-related gene expression in the brain relative to females, especially in genes involved in complement system activation, suggesting distinct inflammatory disease trajectories between the sexes. Our data demonstrate that chronic inflammation and complement activation are associated with increased mortality, revealing that age-related changes in immune response act as a primary driver of sex differences in Alzheimer’s disease trajectories.",Mus musculus,N/A
36544018,200197017,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime [scRNA-seq],Expression profiling by high throughput sequencing,"A new sorting protocol was used to identify and isolate different senescent cell types from damaged muscles of young and geriatric mice. Analysis revealed conservation of two universal senescence hallmarks (inflammation and fibrosis) across cell type, regeneration time, and aging, while cell identity traits were preserved. Senescent cells create an “aged-like” inflamed niche, mirroring inflammation-associated with aging (inflammaging), that arrests stem cell proliferation and regeneration.",Mus musculus,N/A
36544018,200196613,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
36544018,200196612,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime [ATAC-seq],Genome binding/occupancy profiling by high throughput sequencing,"A new sorting protocol was used to identify and isolate different senescent cell types from damaged muscles of young and geriatric mice. Analysis revealed conservation of two universal senescence hallmarks (inflammation and fibrosis) across cell type, regeneration time, and aging, while cell identity traits were preserved. Senescent cells create an “aged-like” inflamed niche, mirroring inflammation-associated with aging (inflammaging), that arrests stem cell proliferation and regeneration.",Mus musculus,N/A
36544018,200196611,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime [RNA-seq],Expression profiling by high throughput sequencing,"A new sorting protocol was used to identify and isolate different senescent cell types from damaged muscles of young and geriatric mice. Analysis revealed conservation of two universal senescence hallmarks (inflammation and fibrosis) across cell type, regeneration time, and aging, while cell identity traits were preserved. Senescent cells create an “aged-like” inflamed niche, mirroring inflammation-associated with aging (inflammaging), that arrests stem cell proliferation and regeneration.",Mus musculus,N/A
32384151,200149097,Altered microRNA expression links IL6 and TNF-induced inflammaging with myeloid malignancy,Methylation profiling by high throughput sequencing; Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
32384151,200148990,Differential gene expression in miR-146a-/- vs. WT hematopoietic stem and progenitor cells [miR146aKO_vs_WT_RNA-seq_bulk],Expression profiling by high throughput sequencing,"To identify pathways and processes driving the observed hematopoietic stem cell (HSC) aging-like phenotypes in miR-146a-/- vs. WT, we performed RNA-seq gene expression profiling of Lin- Sca-1+ c-Kit+ (LSK) cells isolated from miR-146a-/- or WT mouse bone marrow (BM). Differential expression analysis and EnrichmentMap network analysis identified cytokine signalling and immune pathways as potential drivers of aging-like alterations in miR-146a-/- HSC proliferation and differentiation.",Mus musculus,N/A
32384151,200148989,Altered microRNA expression links IL6 and TNF-induced inflammaging with myeloid malignancy [miR146aKO_LSK_WGBS],Methylation profiling by high throughput sequencing,"Aging is associated with significant changes in the hematopoietic system, including increased inflammation, impaired hematopoietic stem cell (HSC) function, and increased incidence of myeloid malignancy. Inflammation of aging (“inflammaging”) has been proposed as a driver of age-related changes in HSC function and myeloid malignancy, but mechanisms linking these phenomena remain poorly defined. Here, we identify loss of miR-146a as driving aging-associated inflammation in AML patients. miR-146a expression declined in old wild-type mice, and loss of miR-146a promoted premature HSC aging and inflammation in young miR-146a-null mice, preceding development of aging-associated myeloid malignancy. Using single-cell assays of HSC quiescence, stemness, differentiation potential, and epigenetic state to probe HSC function and population structure, we found that loss of miR-146a depleted a subpopulation of primitive, quiescent HSCs. DNA methylation and transcriptome profiling implicated NF-κB, IL6, and TNF as potential drivers of HSC dysfunction, activating an inflammatory signaling relay promoting IL6 and TNF secretion from mature miR-146a-/- myeloid and lymphoid cells. Reducing inflammation by targeting Il6 or Tnf was sufficient to restore single-cell measures of miR-146a-/- HSC function and subpopulation structure, and reduced the incidence of hematological malignancy in miR 146a-/- mice. miR-146a-/- HSCs exhibited enhanced sensitivity to IL6 stimulation, indicating that loss of miR-146a affects HSC function via both cell-extrinsic inflammatory signals and increased cell-intrinsic sensitivity to inflammation. Thus, loss of miR 146a regulates cell-extrinsic and -intrinsic mechanisms linking HSC inflammaging to the development of myeloid malignancy.",Mus musculus,N/A
32384151,200148988,Altered microRNA expression links IL6 and TNF-induced inflammaging with myeloid malignancy [miR146aKO_ESLAM_SCBS],Methylation profiling by high throughput sequencing,"Aging is associated with significant changes in the hematopoietic system, including increased inflammation, impaired hematopoietic stem cell (HSC) function, and increased incidence of myeloid malignancy. Inflammation of aging (“inflammaging”) has been proposed as a driver of age-related changes in HSC function and myeloid malignancy, but mechanisms linking these phenomena remain poorly defined. Here, we identify loss of miR-146a as driving aging-associated inflammation in AML patients. miR-146a expression declined in old wild-type mice, and loss of miR-146a promoted premature HSC aging and inflammation in young miR-146a-null mice, preceding development of aging-associated myeloid malignancy. Using single-cell assays of HSC quiescence, stemness, differentiation potential, and epigenetic state to probe HSC function and population structure, we found that loss of miR-146a depleted a subpopulation of primitive, quiescent HSCs. DNA methylation and transcriptome profiling implicated NF-κB, IL6, and TNF as potential drivers of HSC dysfunction, activating an inflammatory signaling relay promoting IL6 and TNF secretion from mature miR-146a-/- myeloid and lymphoid cells. Reducing inflammation by targeting Il6 or Tnf was sufficient to restore single-cell measures of miR-146a-/- HSC function and subpopulation structure, and reduced the incidence of hematological malignancy in miR 146a-/- mice. miR-146a-/- HSCs exhibited enhanced sensitivity to IL6 stimulation, indicating that loss of miR-146a affects HSC function via both cell-extrinsic inflammatory signals and increased cell-intrinsic sensitivity to inflammation. Thus, loss of miR 146a regulates cell-extrinsic and -intrinsic mechanisms linking HSC inflammaging to the development of myeloid malignancy.",Mus musculus,N/A
26280576,200063945,Reinstating transcriptome plasticity and memory function in mouse models for cognitive decline,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
26280576,200063944,small RNA-Seq of the CA1 hippocampal subregion from 3 month and 20 month old animals treated orally with vehicle or SAHA,Non-coding RNA profiling by high throughput sequencing,"Aging and increased amyloid burden are major risk factors for cognitive diseases such as Alzheimer's Disease (AD). An effective therapy does not yet exist. Here we use mouse models for age-associated memory impairment and amyloid deposition to study transcriptome and cell type-specific epigenome plasticity at the systems level in the brain and in peripheral organs. We show that at the level of epigenetic gene-expression aging and amyloid pathology are associated with inflammation and impaired synaptic function in the hippocampal CA1 region. While inflammation is associated with increased gene-expression that is linked to a subset of transcription factors, de-regulation of plasticity genes is mediated via different mechanisms in the amyloid and the aging model. Amyloid pathology impairs histone-acetylation and decreases expression of plasticity genes while aging affects differential splicing that is linked to altered H4K12 acetylation at the intron-exon junction in neurons but not in non-neuronal cells. We furthermore show that oral administration of the clinically approved histone deacetylase inhibitor Vorinostat not only restores spatial memory, but also exhibits an anti-inflammatory action and reinstates epigenetic balance and transcriptional homeostasis at the level of gene expression and exon usage. This is the first systems-level investigation of transcriptome plasticity in the hippocampal CA1 region in aging and AD models and of the effects of an orally dosed histone deacetylase inhibitor. Our data has important implications for the development of minimally invasive and cost-effective therapeutic strategies against age-associated cognitive decline. In fact, our data strongly suggest to test Vorinostat in patients suffering from AD.",Mus musculus,N/A
26280576,200063943,mRNA-Seq of the CA1 hippocampal subregion and liver from 3 month and 20 month old animals treated orally with vehicle or SAHA and mRNA-Seq of CA1 of 10 month old WT or APP/PS1-21 transgenic animals treated orally with vehicle or SAHA,Expression profiling by high throughput sequencing,"Aging and increased amyloid burden are major risk factors for cognitive diseases such as Alzheimer's Disease (AD). An effective therapy does not yet exist. Here we use mouse models for age-associated memory impairment and amyloid deposition to study transcriptome and cell type-specific epigenome plasticity at the systems level in the brain and in peripheral organs. We show that at the level of epigenetic gene-expression aging and amyloid pathology are associated with inflammation and impaired synaptic function in the hippocampal CA1 region. While inflammation is associated with increased gene-expression that is linked to a subset of transcription factors, de-regulation of plasticity genes is mediated via different mechanisms in the amyloid and the aging model. Amyloid pathology impairs histone-acetylation and decreases expression of plasticity genes while aging affects differential splicing that is linked to altered H4K12 acetylation at the intron-exon junction in neurons but not in non-neuronal cells. We furthermore show that oral administration of the clinically approved histone deacetylase inhibitor Vorinostat not only restores spatial memory, but also exhibits an anti-inflammatory action and reinstates epigenetic balance and transcriptional homeostasis at the level of gene expression and exon usage. This is the first systems-level investigation of transcriptome plasticity in the hippocampal CA1 region in aging and AD models and of the effects of an orally dosed histone deacetylase inhibitor. Our data has important implications for the development of minimally invasive and cost-effective therapeutic strategies against age-associated cognitive decline. In fact, our data strongly suggest to test Vorinostat in patients suffering from AD.",Mus musculus,N/A
26280576,200063942,"Genome-wide analysis of H4K12 acetylation in neuronal and non-neuronal nuclei in young animals treated with vehicle, WT littermates of APP/PS1-21 animals treated with vehicle and aged and APP/PS1-21 animals treated with oral vehicle or SAHA for 4 weeks",Genome binding/occupancy profiling by high throughput sequencing,"Aging and increased amyloid burden are major risk factors for cognitive diseases such as Alzheimer's Disease (AD). An effective therapy does not yet exist. Here we use mouse models for age-associated memory impairment and amyloid deposition to study transcriptome and cell type-specific epigenome plasticity at the systems level in the brain and in peripheral organs. We show that at the level of epigenetic gene-expression aging and amyloid pathology are associated with inflammation and impaired synaptic function in the hippocampal CA1 region. While inflammation is associated with increased gene-expression that is linked to a subset of transcription factors, de-regulation of plasticity genes is mediated via different mechanisms in the amyloid and the aging model. Amyloid pathology impairs histone-acetylation and decreases expression of plasticity genes while aging affects differential splicing that is linked to altered H4K12 acetylation at the intron-exon junction in neurons but not in non-neuronal cells. We furthermore show that oral administration of the clinically approved histone deacetylase inhibitor Vorinostat not only restores spatial memory, but also exhibits an anti-inflammatory action and reinstates epigenetic balance and transcriptional homeostasis at the level of gene expression and exon usage. This is the first systems-level investigation of transcriptome plasticity in the hippocampal CA1 region in aging and AD models and of the effects of an orally dosed histone deacetylase inhibitor. Our data has important implications for the development of minimally invasive and cost-effective therapeutic strategies against age-associated cognitive decline. In fact, our data strongly suggest to test Vorinostat in patients suffering from AD.",Mus musculus,N/A
38379415,200242202,Age-related changes in human skeletal muscle transcriptome and proteome are more affected by chronic inflammation and physical inactivity than primary aging,Expression profiling by high throughput sequencing,"Evaluation of the influence of primary and secondary aging on the manifestation of molecular and cellular hallmarks of aging is a challenging and currently unresolved issue. Our study represents the first demonstration of the distinct role of primary aging and both chronic inflammation and physical inactivity – the most important drivers of secondary aging, in the regulation of transcriptomic and proteomic profiles in human skeletal muscle. To achieve this purpose, young healthy people (n=15), young (n=8) and older (n=37) patients with knee/hip osteoarthritis, a model to study the effect of long-term inactivity and chronic inflammation on the vastus lateralis muscle, were included in the study. It was revealed that widespread and substantial age-related changes in gene expression (~4,000 genes regulating mitochondrial function, proteostasis, cell membrane, secretory and immune response) were related to the long-term physical inactivity and chronic inflammation rather than primary aging. Primary aging contributed mainly to the regulation of genes (~200) encoding nuclear proteins (regulators of DNA repair, RNA processing, and transcription), mitochondrial proteins (genes encoding respiratory enzymes, mitochondrial complex assembly factors, regulators of cristae formation and mitochondrial reactive oxygen species production), as well as regulators of proteostasis. It was found that proteins associated with aging were regulated mainly at the post-transcriptional level. The set of putative primary aging genes and their potential transcriptional regulators can be used as a resource for further targeted studies investigating the role of individual genes and related transcription factors in the emergence of a senescent cell phenotype.",Homo sapiens,N/A
29550329,200099962,The biological age linked with oxidative estress modifies breast cancer aggressiveness,Expression profiling by array,"The incidence of breast cancer increases with age until menopause, and breast cancer is more aggressive in younger women. The existence of epidemiological links between breast cancer and aging indicates that both processes possibly share some common mechanisms of development. Oxidative stress is associated with both cancer susceptibility and aging. Here we observed that ERBB2-positive breast cancer, developed from genetically different ERBB2-positive transgenic mice generated by a backcross, is more aggressive in younger than in older mice, similar to what occurs in humans. In this cohort, we estimated the oxidative biological age using a mathematical model that integrated several subphenotypes directly or indirectly related to oxidative stress. This model included the serum levels of HDL-cholesterol and magnesium that were determined at a disease-free stage, and total AKT1 and glutathione concentrations in the liver at the time of necropsy. Later we defined the grade of aging due to oxidative stress as the increment of aging, which was the difference between the predicted biological age and the chronological age. This comparison permitted the identification of the biologically younger mice with less oxidative stress and older mice with more oxidative stress than would be expected according to their chronological age. Interestingly, biologically older mice developed more aggressive breast cancer than the biologically younger mice. We identified genomic regions on chromosomes 2 and 15 that were linked to the grade of oxidative aging. The levels of expression of Zbp1 located on chromosome 2, a gene related to necroptosis and inflammation, positively correlated with the grade of oxidative aging and tumour aggressiveness. This study shows part of the complex interactions between breast cancer and aging.",Mus musculus; Mus,N/A
19211887,200009990,Transcriptional profiles of rodent hippocampal CA1 tissue during aging and cognitive decline,Expression profiling by array,"Recent microarray studies in the hippocampus of rodents or Alzheimer’s disease (AD) subjects have identified a substantial number of cellular pathways/processes correlated with aging and cognitive decline. However, the temporal relationships among these expression changes or with cognitive impairment have not been studied in depth. Here, using Affymetrix microarrays, immunohistochemistry and Morris water maze cognitive testing across 5 age groups of male F344 rats (n=9-15/group, one microarray per animal), we systematically analyzed the temporal sequence and cellular localization of aging changes in expression. These were correlated with performance scores on the hippocampus-dependent Morris Water Maze task. Significant microarray results were sorted in to Early, Intermediate, Midlife, and Late patterns of expression, and functionally categorized (Early- downregulated neural development, lipid synthesis and energy-utilization; upregulated ribosomal synthesis, growth, stress/inflammatory, lysosome and protein/lipid degradation. Intermediate- increased defense/inflammatory activation and decreased transporter activity; Midlife- downregulated energy-dependent signaling and neurite growth, upregulated astroglial activation, Ca2+-binding, cholesterol/lipid trafficking, myelinogenic processes and additional lysosome/inflammation; Late- further recruitment of genes in already-altered pathways). Immunohistochemistry revealed a primarily astrocytic localization of the processes upregulated in midlife, as well as increased density of myelin proteins. Evidence of cognitive impairment first appeared in the 12-month-old group (midlife) and was increased further in the 23-month-old group, exhibiting the highest correlations with some upregulated genes related to cholesterol transport (e.g., Apoe, Abca2), protein management and ion binding. Some upregulated genes for inflammation (Il6st) and myelinogenesis (Pmp22) also correlated with impairment. Together, the data are consistent with a novel sequential cascade model of brain aging in which metabolic alterations early in maturity are followed by inflammation and midlife activation of an astrocyte-centered cholesterol trafficking pathway that stimulates oligodendrocyte remyelination programs. Importantly, this cholesterol trafficking pathway also may compete for astroglial bioenergetic support of neurons, in turn, leading to downregulation of energy-dependent pathways needed to sustain cognitive functions. Keywords: aging time course",Rattus norvegicus,N/A
19211887,3915,Aging and cognitive decline: hippocampus,Expression profiling by array,"Analysis of hippocampi from F344 males, at 5 age points across the adult lifespan, tested on the Morris water maze (MWM) task. MWM is a dorsal hippocampal-dependent, spatial memory task. MWM performance showed an age effect. Results provide insight into the molecular basis of cognitive aging.",Rattus norvegicus,N/A
36803569,200216375,The essential roles of FXR in diet and aging affected metabolic changes and liver disease development: a multi-omics study,Expression profiling by high throughput sequencing,"Aging and unhealthy diets are risks for metabolic diseases including liver cancer. Bile acid receptor farnesoid X receptor (FXR) knockout (KO) mice develop metabolic liver diseases and progress into liver cancer as they age, and Western diet (WD) intake facilitates liver carcinogenesis in those mice. This study aimed to uncover molecular signatures within the gut-liver axis for diet and age-linked liver diseases in FXR-dependent or independent manners. Many more transcripts were changed due to WD intake and aging in WT mice than those in FXR KO mice. In other words, WD intake and aging impact the hepatic transcriptomes and metabolomes in an FXR-dependent manner. In WT mice, WD/aging upregulated inflammation-related genes and downregulated genes involved in oxidative phosphorylation (OXPHOS). Urine metabolomes provided clear distinguishing for differential dietary intake. By contrast, the metabolomes of the liver, serum, or urine could reflect age differences. Further, irrespective of differential diets intake or ages, transcriptomes, metabolomes, and cecal microbiota distinguished WT and FXR KO. Western dietary patterns and aging share molecular commonality with FXR deactivation. Notably, WD, aging, and FXR deactivation commonly altered hepatic cell division-related transcripts (Cenpe, Ect2, Top2a, Kif20a, Tpx2, Nuf2, Kif18b, Aspm, E2f8, and Hmmr), which are associated with overall survival rate in HCC patients. In conclusion, FXR is essential for maintaining metabolic homeostasis in response to WD intake and aging. FXR activation helps to alleviate diet and/or aging-induced metabolic health issues.",Mus musculus,N/A
30320226,200096066,Probing Plasmodium falciparum sexual differentiation at the single cell level,Expression profiling by high throughput sequencing,"Malaria parasites go through major transitions during their complex life cycle, yet the underlying differentiation pathways remain obscure. Here we apply single cell transcriptomics to unravel events that initiate sexual development in preparation for transmission of the parasite from human to mosquito. This proof-of-concept study provides a template to capture transcriptional diversity in heterogeneous parasite populations, with major implications for our understanding of parasite biology and the ongoing malaria elimination campaign.",Plasmodium falciparum NF54,N/A
35920937,200208265,Characterization and analysis of the promoter region of Monodehydroascorbate reductase 4 (CpMDAR4) in papaya,Expression profiling by high throughput sequencing,"The aim of this research was to study the effects of cis-element differences between the X, Y and Yh alleles on the expression of CpMDAR4, a potential candidate gene for sex differentiation in papaya, using a transcriptional reporter system in a model species Arabidopsis thaliana. Possible effects of a retrotransposon insertion in the Y and Yh alleles on the transcription and expression of CpMDAR4 alleles in papaya flowers were also examined. When comparing promoters and cis-regulatory elements among genes in the non-recombining region of the sex chromosomes, paired genes exhibited differences. Our results showed that differences in the promoter sequences of the CpMDAR4 alleles drove the expression of a reporter gene to different flower tissues in Arabidopsis. β-glucuronidase staining analysis of T2 and T3 lines for constructs containing 5’ deletions of native Y and Yh allele promoters showed the loss of specific expression of the reporter gene in the anthers, confirming the existence and location of cis-regulatory element POLLEN1LELAT52. The expression analysis of CpMDAR4 alleles in papaya flowers also showed that all alleles are actively expressed in different flower tissues, with the existence of a shorter truncated isoform, with unknown function, for the Y and Yh alleles due to an LTR-RT insertion in the Y and Yh chromosomes. The observed expression patterns in Arabidopsis thaliana flowers and the expression patterns of CpMDAR4 alleles in papaya flowers, suggest that MDAR4 might have a role on development of reproductive organs in papaya, and that it constitutes an important candidate for sex differentiation.",Carica papaya,N/A
37958987,200134646,Exploring the effects of rearing densities on epigenetic modifications in the zebrafish gonads,Methylation profiling by high throughput sequencing,"The goal of this study was to determine whether there was a direct relationship between stress and DNA methylation changes in fish gonads. During sex differentiation, we studied the sensitive window to density. Sex ratios were studied and methylation of canonical reproduction-related genes was analysed.",Danio rerio,N/A
25340342,200054362,Effects of Changes in Food Supply at the Time of Sex Differentiation on the Gonadal Transcriptome of Juvenile Fish. Implications for Natural and Farmed Populations,Expression profiling by array,"Background: Food supply is a major factor influencing growth rates in animals. This has important implications for both natural and farmed fish populations, since food restriction may difficult reproduction. However, a study on the effects of food supply on the development of juvenile gonads has never been transcriptionally described in fish. Methods and Findings: This study investigated the consequences of growth on gonadal transcriptome of European sea bass in: 1) 4-month-old sexually undifferentiated fish, comparing the gonads of fish with the highest vs. the lowest growth, to explore a possible link between transcriptome and future sex, and 2) testis from 11-month-old juveniles where growth had been manipulated through changes in food supply. The four groups used were: i) sustained fast growth, ii) sustained slow growth, iii) accelerated growth, iv) decelerated growth. The transcriptome of undifferentiated gonads was not drastically affected by initial natural differences in growth. Further, changes in the expression of genes associated with protein turnover were seen, favoring catabolism in slow-growing fish and anabolism in fast-growing fish. Moreover, while fast-growing fish took energy from glucose, as deduced from the pathways affected and the analysis of protein-protein interactions examined, in slow-growing fish lipid metabolism and gluconeogenesis was favored. Interestingly, the highest transcriptomic differences were found when forcing initially fast-growing fish to decelerate their growth, while accelerating growth of initially slow-growing fish resulted in full transcriptomic convergence with sustained fast-growing fish. Conclusions: Food availability during sex differentiation shapes the juvenile testis transcriptome, as evidenced by adaptations to different energy balances. Remarkably, this occurs in absence of major histological changes in the testis. Thus, fish are able to recover transcriptionally their testes if they are provided with enough food supply during sex differentiation; however, an initial fast growth does not represent any advantage in terms of transcriptional fitness if later food becomes scarce.",Dicentrarchus labrax,N/A
37277533,200197916,Metabolic competition between lipid metabolism and histone methylation regulates sexual differentiation in human malaria parasites,Genome binding/occupancy profiling by high throughput sequencing,"Like most pathogens, malaria parasites balance persistence in the current host with transmission to the next. For Plasmodium falciparum, the most widespread and virulent human malaria parasite, persistence depends on continuous asexual replication in red blood cells while transmission requires differentiation into non-replicating gametocytes, the male and female cells able to infect the mosquito vector. This developmental decision is controlled via stochastic derepression of a heterochromatin-silenced locus encoding the transcription factor PfAP2-G, which acts as the master switch for sexual differentiation. Recent work showed that the frequency of pfap2-g derepression is responsive to extracellular levels of phospholipid precursors. However, the regulatory mechanisms linking these metabolites to epigenetic regulation of pfap2-g was hitherto unknown. Using chemical, metabolomic, and genetic approaches, we show that this response is mediated by metabolic competition for the methyl donor S-adenosylmethionine between histone methyltransferases and phospho-ethanolamine methyltransferase, a critical enzyme in the parasite’s pathway for de novo phosphatidyl-choline synthesis. When phosphatidyl-choline precursors are scarce, increased consumption of S-adenosylmethionine for de novo synthesis of phosphatidyl-choline results in a decrease in histone methylation marks that mediate silencing of pfap2-g, thereby up-regulating its transcription and increasing the frequency of sexual differentiation. Our findings reveal a key connection between metabolite utilization and gene expression in malaria parasites that forms the mechanistic link between phosphatidyl-choline metabolism and the frequency of sexual commitment.",Plasmodium falciparum,N/A
24223949,200047798,Perinatal-Estrogen-Induced Changes in Gene Expression Related to Brain Sexual Differentiation in Mice,Expression profiling by array,Sexual dimorphism of the behaviors or physiological functions in mammals is mainly due to the sex difference of the brain. The goal of this study is to identify genes mediating sexaul dimorphism of the brain. The large-scale analysis with microarray in the present study is an attempt to obtain the candidate gene(s) mediating the perinatal estrogen effect causing the brain sexual differentiation.,Mus musculus,N/A
